"Plot-Titel: Dunkle Seite der Macht"
"Anz.","Datum Zeit, GMT+02:00","PAR, µmol/m²/s (LGR S/N: 21901547, SEN S/N: 21894160)","Sonnenstrahlung, W/m² (LGR S/N: 21901547, SEN S/N: 21903639)","Temp., °C (LGR S/N: 21901547, SEN S/N: 21903816, LBL: 2m)","RH, % (LGR S/N: 21901547, SEN S/N: 21903816, LBL: 2m)","Temp., °C (LGR S/N: 21901547, SEN S/N: 21903817, LBL: 0,3m)","RH, % (LGR S/N: 21901547, SEN S/N: 21903817, LBL: 0,3m)"
10345,09.15.25 04:12:14 PM,1186.2,551.9,23.563,39.820,23.950,41.262
10346,09.15.25 04:13:14 PM,1156.2,539.4,23.563,40.377,23.907,42.332
10347,09.15.25 04:14:14 PM,1128.7,523.1,23.542,40.244,23.885,41.353
10348,09.15.25 04:15:14 PM,921.2,419.4,23.499,40.386,23.821,42.777
10349,09.15.25 04:16:14 PM,1118.7,516.9,23.435,41.257,23.735,43.334
10350,09.15.25 04:17:14 PM,1151.2,538.1,23.499,40.859,23.735,41.546
10351,09.15.25 04:18:14 PM,1066.2,489.4,23.606,40.969,23.778,43.601
10352,09.15.25 04:19:14 PM,756.2,339.4,23.521,40.487,23.778,41.660
10353,09.15.25 04:20:14 PM,1171.2,550.6,23.413,40.639,23.692,42.652
10354,09.15.25 04:21:14 PM,343.7,144.4,23.370,40.635,23.649,41.907
10355,09.15.25 04:22:14 PM,371.2,156.9,23.070,40.528,23.435,42.196
10356,09.15.25 04:23:14 PM,376.2,155.6,22.770,41.118,23.177,42.269
10357,09.15.25 04:24:14 PM,391.2,164.4,22.620,41.051,22.941,41.819
10358,09.15.25 04:25:14 PM,1181.2,553.1,22.598,41.476,22.813,43.400
10359,09.15.25 04:26:14 PM,396.2,165.6,22.899,41.651,22.920,44.030
10360,09.15.25 04:27:14 PM,318.7,130.6,22.770,41.865,22.899,43.261
10361,09.15.25 04:28:14 PM,418.7,173.1,22.620,42.620,22.791,44.627
10362,09.15.25 04:29:14 PM,1103.7,515.6,22.534,42.908,22.684,44.469
10363,09.15.25 04:30:14 PM,398.7,168.1,22.748,43.024,22.791,44.616
10364,09.15.25 04:31:14 PM,373.7,156.9,22.748,42.301,22.813,43.696
10365,09.15.25 04:32:14 PM,338.7,144.4,22.598,42.675,22.706,44.208
10366,09.15.25 04:33:14 PM,503.7,221.9,22.470,41.175,22.598,42.213
10367,09.15.25 04:34:14 PM,383.7,168.1,22.427,41.134,22.534,43.020
10368,09.15.25 04:35:14 PM,1148.7,545.6,22.448,40.935,22.491,42.075
10369,09.15.25 04:36:14 PM,528.7,228.1,22.641,41.196,22.641,43.774
10370,09.15.25 04:37:14 PM,426.2,179.4,22.663,42.409,22.727,44.494
10371,09.15.25 04:38:14 PM,353.7,145.6,22.706,41.315,22.770,42.786
10372,09.15.25 04:39:14 PM,1063.7,501.9,22.684,41.178,22.748,42.741
10373,09.15.25 04:40:14 PM,406.2,173.1,22.663,41.212,22.684,43.384
10374,09.15.25 04:41:14 PM,341.2,144.4,22.555,40.923,22.641,43.023
10375,09.15.25 04:42:14 PM,323.7,138.1,22.491,41.642,22.598,43.742
10376,09.15.25 04:43:14 PM,278.7,114.4,22.427,42.029,22.491,43.848
10377,09.15.25 04:44:14 PM,278.7,111.9,22.319,42.228,22.384,43.629
10378,09.15.25 04:45:14 PM,261.2,105.6,22.319,42.416,22.319,44.666
10379,09.15.25 04:46:14 PM,253.7,100.6,22.234,42.818,22.277,44.781
10380,09.15.25 04:47:14 PM,281.2,113.1,22.212,42.017,22.212,44.579
10381,09.15.25 04:48:14 PM,766.2,355.6,22.277,40.958,22.255,42.869
10382,09.15.25 04:49:14 PM,698.7,321.9,22.577,40.917,22.405,44.044
10383,09.15.25 04:50:14 PM,441.2,189.4,22.791,39.059,22.577,41.952
10384,09.15.25 04:51:14 PM,993.7,465.6,22.684,40.584,22.534,42.483
10385,09.15.25 04:52:14 PM,966.2,455.6,22.813,39.571,22.663,41.883
10386,09.15.25 04:53:14 PM,903.7,420.6,22.748,40.043,22.641,42.063
10387,09.15.25 04:54:14 PM,398.7,168.1,22.791,39.338,22.663,41.816
10388,09.15.25 04:55:14 PM,283.7,119.4,22.534,40.098,22.534,41.596
10389,09.15.25 04:56:14 PM,326.2,140.6,22.384,40.740,22.448,43.006
10390,09.15.25 04:57:14 PM,416.2,179.4,22.298,40.584,22.298,41.942
10391,09.15.25 04:58:14 PM,311.2,134.4,22.126,40.909,22.148,42.351
10392,09.15.25 04:59:14 PM,331.2,144.4,21.976,41.266,22.019,42.873
10393,09.15.25 05:00:14 PM,326.2,144.4,21.955,41.750,22.019,43.134
10394,09.15.25 05:01:14 PM,308.7,135.6,21.955,42.054,21.976,44.309
10395,09.15.25 05:02:14 PM,298.7,130.6,21.976,42.364,22.019,45.119
10396,09.15.25 05:03:14 PM,313.7,135.6,21.976,42.457,21.976,44.585
10397,09.15.25 05:04:14 PM,296.2,129.4,21.976,41.952,21.955,44.031
10398,09.15.25 05:05:14 PM,288.7,123.1,21.912,41.985,21.891,44.160
10399,09.15.25 05:06:14 PM,278.7,118.1,21.848,41.952,21.826,44.137
10400,09.15.25 05:07:14 PM,281.2,120.6,21.740,42.315,21.719,44.247
10401,09.15.25 05:08:14 PM,288.7,124.4,21.719,42.342,21.655,44.228
10402,09.15.25 05:09:14 PM,281.2,120.6,21.676,42.589,21.655,44.634
10403,09.15.25 05:10:14 PM,258.7,108.1,21.698,42.786,21.633,44.887
10404,09.15.25 05:11:14 PM,241.2,98.1,21.633,42.850,21.569,44.613
10405,09.15.25 05:12:14 PM,221.2,89.4,21.590,42.173,21.547,44.251
10406,09.15.25 05:13:14 PM,236.2,95.6,21.655,41.123,21.547,42.950
10407,09.15.25 05:14:14 PM,208.7,84.4,21.569,41.312,21.483,43.481
10408,09.15.25 05:15:14 PM,231.2,98.1,21.569,41.553,21.483,43.336
10409,09.15.25 05:16:14 PM,288.7,128.1,21.569,41.402,21.462,43.682
10410,09.15.25 05:17:14 PM,866.2,424.4,21.719,42.429,21.526,45.357
10411,09.15.25 05:18:14 PM,408.7,185.6,21.955,41.173,21.655,43.322
10412,09.15.25 05:19:14 PM,853.7,416.9,22.062,41.068,21.719,43.551
10413,09.15.25 05:20:14 PM,861.2,420.6,22.255,41.320,21.826,44.128
10414,09.15.25 05:21:14 PM,821.2,399.4,22.448,40.835,21.955,43.578
10415,09.15.25 05:22:14 PM,796.2,385.6,22.663,40.909,22.084,43.400
10416,09.15.25 05:23:14 PM,788.7,381.9,22.684,40.560,22.148,43.046
10417,09.15.25 05:24:14 PM,776.2,375.6,22.641,40.871,22.234,42.988
10418,09.15.25 05:25:14 PM,751.2,364.4,22.663,40.606,22.277,43.023
10419,09.15.25 05:26:14 PM,701.2,336.9,22.598,40.887,22.362,42.679
10420,09.15.25 05:27:14 PM,733.7,355.6,22.727,40.702,22.491,43.194
10421,09.15.25 05:28:14 PM,728.7,355.6,22.663,40.890,22.491,42.388
10422,09.15.25 05:29:14 PM,748.7,365.6,22.748,42.004,22.598,44.778
10423,09.15.25 05:30:14 PM,721.2,353.1,22.813,40.166,22.727,42.457
10424,09.15.25 05:31:14 PM,583.7,279.4,22.663,41.381,22.727,43.435
10425,09.15.25 05:32:14 PM,708.7,349.4,22.534,41.047,22.706,42.538
10426,09.15.25 05:33:14 PM,736.2,363.1,22.577,41.270,22.791,42.081
10427,09.15.25 05:34:14 PM,741.2,368.1,22.491,39.976,22.856,40.981
10428,09.15.25 05:35:14 PM,733.7,363.1,22.491,40.606,22.899,41.266
10429,09.15.25 05:36:14 PM,726.2,359.4,22.555,39.608,23.070,41.097
10430,09.15.25 05:37:14 PM,711.2,351.9,22.555,39.809,23.177,40.766
10431,09.15.25 05:38:14 PM,696.2,345.6,22.534,40.249,23.242,40.940
10432,09.15.25 05:39:14 PM,683.7,339.4,22.470,39.609,23.199,39.677
10433,09.15.25 05:40:14 PM,683.7,339.4,22.491,39.480,23.306,39.741
10434,09.15.25 05:41:14 PM,691.2,343.1,22.534,39.141,23.392,38.698
10435,09.15.25 05:42:14 PM,678.7,338.1,22.448,39.911,23.392,39.820
10436,09.15.25 05:43:14 PM,656.2,326.9,22.470,39.651,23.499,39.777
10437,09.15.25 05:44:14 PM,496.2,238.1,22.513,39.838,23.478,39.330
10438,09.15.25 05:45:14 PM,623.7,309.4,22.341,40.414,23.349,39.719
10439,09.15.25 05:46:14 PM,606.2,299.4,22.362,40.880,23.392,40.127
10440,09.15.25 05:47:14 PM,581.2,286.9,22.341,40.775,23.563,40.020
10441,09.15.25 05:48:14 PM,566.2,278.1,22.405,40.388,23.413,39.463
10442,09.15.25 05:49:14 PM,553.7,271.9,22.212,39.832,23.092,39.403
10443,09.15.25 05:50:14 PM,551.2,270.6,22.105,40.972,22.856,41.581
10444,09.15.25 05:51:14 PM,548.7,270.6,22.212,40.703,22.834,42.524
10445,09.15.25 05:52:14 PM,551.2,271.9,22.255,41.093,22.856,41.576
10446,09.15.25 05:53:14 PM,548.7,273.1,22.234,40.653,22.748,41.288
10447,09.15.25 05:54:14 PM,546.2,270.6,22.212,39.516,22.727,39.962
10448,09.15.25 05:55:14 PM,543.7,270.6,21.976,39.879,22.319,40.337
10449,09.15.25 05:56:14 PM,538.7,268.1,21.891,40.099,22.148,40.624
10450,09.15.25 05:57:14 PM,536.2,268.1,21.891,40.758,22.105,41.884
10451,09.15.25 05:58:14 PM,523.7,261.9,22.019,40.905,22.169,42.031
10452,09.15.25 05:59:14 PM,476.2,233.1,22.062,40.374,22.298,41.036
10453,09.15.25 06:00:14 PM,231.2,99.4,21.998,40.598,22.298,41.274
10454,09.15.25 06:01:14 PM,281.2,126.9,21.698,41.434,22.062,41.871
10455,09.15.25 06:02:14 PM,181.2,73.1,21.526,42.210,21.891,43.467
10456,09.15.25 06:03:14 PM,213.7,91.9,21.333,42.022,21.633,42.535
10457,09.15.25 06:04:14 PM,348.7,170.6,21.140,42.890,21.376,43.659
10458,09.15.25 06:05:14 PM,393.7,194.4,21.204,42.562,21.504,43.441
10459,09.15.25 06:06:14 PM,191.2,84.4,21.183,43.165,21.569,43.368
10460,09.15.25 06:07:14 PM,203.7,93.1,21.097,42.983,21.376,43.673
10461,09.15.25 06:08:14 PM,211.2,96.9,20.990,44.050,21.226,44.483
10462,09.15.25 06:09:14 PM,226.2,105.6,20.947,43.807,21.140,45.183
10463,09.15.25 06:10:14 PM,473.7,249.4,21.076,43.455,21.354,44.579
10464,09.15.25 06:11:14 PM,203.7,93.1,21.226,43.194,21.740,43.742
10465,09.15.25 06:12:14 PM,186.2,83.1,21.140,43.217,21.590,43.403
10466,09.15.25 06:13:14 PM,451.2,236.9,21.118,43.279,21.462,44.245
10467,09.15.25 06:14:14 PM,328.7,164.4,21.247,43.349,21.419,44.973
10468,09.15.25 06:15:14 PM,481.2,254.4,21.333,43.038,21.311,44.771
10469,09.15.25 06:16:14 PM,211.2,96.9,21.376,42.785,21.183,44.695
10470,09.15.25 06:17:14 PM,186.2,84.4,21.226,43.220,21.097,44.833
10471,09.15.25 06:18:14 PM,186.2,81.9,21.118,43.835,20.990,46.114
10472,09.15.25 06:19:14 PM,188.7,86.9,21.118,44.292,20.947,46.964
10473,09.15.25 06:20:14 PM,178.7,80.6,21.054,44.118,20.882,46.128
10474,09.15.25 06:21:14 PM,176.2,80.6,21.011,44.741,20.818,46.781
10475,09.15.25 06:22:14 PM,163.7,74.4,20.947,45.240,20.818,47.117
10476,09.15.25 06:23:14 PM,156.2,70.6,20.925,45.518,20.754,48.287
10477,09.15.25 06:24:14 PM,156.2,71.9,20.797,45.216,20.711,46.864
10478,09.15.25 06:25:14 PM,153.7,70.6,20.732,45.011,20.647,47.066
10479,09.15.25 06:26:14 PM,161.2,75.6,20.711,45.119,20.625,47.047
10480,09.15.25 06:27:14 PM,163.7,78.1,20.818,44.649,20.604,47.066
10481,09.15.25 06:28:14 PM,171.2,81.9,20.925,44.814,20.582,47.103
10482,09.15.25 06:29:14 PM,176.2,85.6,21.076,44.585,20.582,48.447
10483,09.15.25 06:30:14 PM,166.2,80.6,21.183,43.632,20.582,46.337
10484,09.15.25 06:31:14 PM,156.2,74.4,21.247,43.629,20.625,47.158
10485,09.15.25 06:32:14 PM,151.2,73.1,21.269,43.737,20.604,46.506
10486,09.15.25 06:33:14 PM,158.7,76.9,21.161,44.141,20.604,47.463
10487,09.15.25 06:34:14 PM,161.2,79.4,21.140,44.424,20.604,47.510
10488,09.15.25 06:35:14 PM,156.2,76.9,21.076,45.316,20.604,47.900
10489,09.15.25 06:36:14 PM,143.7,68.1,20.925,44.144,20.561,46.993
10490,09.15.25 06:37:14 PM,133.7,61.9,20.797,44.877,20.561,46.989
10491,09.15.25 06:38:14 PM,126.2,59.4,20.818,44.929,20.604,47.298
10492,09.15.25 06:39:14 PM,126.2,59.4,20.797,44.800,20.561,46.831
10493,09.15.25 06:40:14 PM,123.7,58.1,20.732,45.071,20.539,47.308
10494,09.15.25 06:41:14 PM,121.2,58.1,20.732,45.499,20.518,48.086
10495,09.15.25 06:42:14 PM,121.2,56.9,20.797,45.206,20.496,47.568
10496,09.15.25 06:43:14 PM,123.7,59.4,20.882,44.741,20.454,47.454
10497,09.15.25 06:44:14 PM,113.7,54.4,20.904,45.286,20.475,48.714
10498,09.15.25 06:45:14 PM,113.7,53.1,20.861,45.028,20.496,47.259
10499,09.15.25 06:46:14 PM,116.2,55.6,20.754,45.835,20.454,48.150
10500,09.15.25 06:47:14 PM,121.2,59.4,20.625,45.646,20.432,48.035
10501,09.15.25 06:48:14 PM,121.2,59.4,20.625,46.128,20.411,48.183
10502,09.15.25 06:49:14 PM,118.7,59.4,20.604,45.174,20.389,47.839
10503,09.15.25 06:50:14 PM,121.2,59.4,20.539,45.921,20.368,48.064
10504,09.15.25 06:51:14 PM,108.7,50.6,20.496,45.866,20.389,48.394
10505,09.15.25 06:52:14 PM,91.2,41.9,20.496,45.766,20.389,47.536
10506,09.15.25 06:53:14 PM,86.2,36.9,20.454,45.939,20.325,48.046
10507,09.15.25 06:54:14 PM,86.2,38.1,20.496,46.151,20.282,48.127
10508,09.15.25 06:55:14 PM,91.2,43.1,20.389,45.870,20.282,47.770
10509,09.15.25 06:56:14 PM,101.2,49.4,20.432,45.565,20.218,47.694
10510,09.15.25 06:57:14 PM,106.2,54.4,20.411,45.194,20.196,47.163
10511,09.15.25 06:58:14 PM,106.2,54.4,20.346,45.423,20.218,47.698
10512,09.15.25 06:59:14 PM,98.7,50.6,20.346,45.684,20.175,48.293
10513,09.15.25 07:00:14 PM,96.2,46.9,20.325,45.820,20.153,47.744
10514,09.15.25 07:01:14 PM,88.7,41.9,20.303,45.657,20.132,47.694
10515,09.15.25 07:02:14 PM,76.2,33.1,20.260,45.783,20.110,48.081
10516,09.15.25 07:03:14 PM,66.2,26.9,20.218,46.117,20.067,47.578
10517,09.15.25 07:04:14 PM,66.2,25.6,20.132,46.293,20.025,47.987
10518,09.15.25 07:05:14 PM,63.7,25.6,20.089,47.108,19.982,48.939
10519,09.15.25 07:06:14 PM,63.7,24.4,20.046,46.571,19.939,48.644
10520,09.15.25 07:07:14 PM,61.2,24.4,20.025,47.126,19.896,48.833
10521,09.15.25 07:08:14 PM,58.7,23.1,19.960,46.723,19.853,48.367
10522,09.15.25 07:09:14 PM,58.7,23.1,19.960,46.842,19.789,49.291
10523,09.15.25 07:10:14 PM,58.7,24.4,19.982,47.044,19.767,49.090
10524,09.15.25 07:11:14 PM,58.7,25.6,19.917,47.477,19.703,50.303
10525,09.15.25 07:12:14 PM,58.7,24.4,19.832,47.326,19.617,49.648
10526,09.15.25 07:13:14 PM,51.2,21.9,19.832,46.645,19.617,49.012
10527,09.15.25 07:14:14 PM,48.7,19.4,19.810,46.970,19.596,49.596
10528,09.15.25 07:15:14 PM,48.7,18.1,19.789,47.102,19.596,49.056
10529,09.15.25 07:16:14 PM,46.2,18.1,19.724,47.097,19.574,49.065
10530,09.15.25 07:17:14 PM,46.2,18.1,19.746,47.218,19.510,49.281
10531,09.15.25 07:18:14 PM,41.2,16.9,19.724,47.344,19.488,49.305
10532,09.15.25 07:19:14 PM,41.2,15.6,19.681,47.630,19.467,49.908
10533,09.15.25 07:20:14 PM,38.7,14.4,19.639,47.698,19.403,49.830
10534,09.15.25 07:21:14 PM,36.2,13.1,19.617,47.552,19.360,49.992
10535,09.15.25 07:22:14 PM,31.2,11.9,19.596,47.884,19.295,50.086
10536,09.15.25 07:23:14 PM,31.2,11.9,19.531,49.413,19.295,51.679
10537,09.15.25 07:24:14 PM,31.2,10.6,19.445,47.872,19.210,50.321
10538,09.15.25 07:25:14 PM,28.7,10.6,19.445,48.275,19.231,50.709
10539,09.15.25 07:26:14 PM,28.7,10.6,19.467,48.527,19.231,50.806
10540,09.15.25 07:27:14 PM,28.7,10.6,19.467,48.186,19.231,51.333
10541,09.15.25 07:28:14 PM,23.7,10.6,19.445,48.040,19.188,50.253
10542,09.15.25 07:29:14 PM,23.7,10.6,19.424,48.631,19.188,50.741
10543,09.15.25 07:30:14 PM,23.7,10.6,19.381,48.905,19.188,51.107
10544,09.15.25 07:31:14 PM,21.2,10.6,19.338,49.093,19.145,51.594
10545,09.15.25 07:32:14 PM,21.2,10.6,19.295,49.303,19.081,51.194
10546,09.15.25 07:33:14 PM,21.2,9.4,19.274,49.227,19.038,51.597
10547,09.15.25 07:34:14 PM,18.7,6.9,19.231,49.429,18.974,51.566
10548,09.15.25 07:35:14 PM,13.7,5.6,19.167,49.534,18.931,51.949
10549,09.15.25 07:36:14 PM,13.7,5.6,19.102,50.115,18.845,52.871
10550,09.15.25 07:37:14 PM,13.7,4.4,19.102,50.072,18.759,52.796
10551,09.15.25 07:38:14 PM,11.2,4.4,19.038,50.155,18.738,52.601
10552,09.15.25 07:39:14 PM,11.2,4.4,18.995,50.668,18.695,53.182
10553,09.15.25 07:40:14 PM,8.7,4.4,18.995,50.559,18.652,53.320
10554,09.15.25 07:41:14 PM,8.7,3.1,18.952,50.228,18.609,52.651
10555,09.15.25 07:42:14 PM,6.2,3.1,18.974,50.324,18.588,53.654
10556,09.15.25 07:43:14 PM,6.2,3.1,18.952,50.060,18.588,52.848
10557,09.15.25 07:44:14 PM,6.2,1.9,18.931,50.457,18.588,53.112
10558,09.15.25 07:45:14 PM,6.2,1.9,18.909,50.549,18.588,53.323
10559,09.15.25 07:46:14 PM,3.7,1.9,18.931,50.513,18.588,52.921
10560,09.15.25 07:47:14 PM,3.7,1.9,18.931,50.468,18.566,52.921
10561,09.15.25 07:48:14 PM,3.7,1.9,18.909,50.370,18.588,52.709
10562,09.15.25 07:49:14 PM,3.7,0.6,18.931,50.549,18.588,52.563
10563,09.15.25 07:50:14 PM,1.2,0.6,18.888,50.668,18.566,53.031
10564,09.15.25 07:51:14 PM,1.2,0.6,18.845,51.460,18.502,53.805
10565,09.15.25 07:52:14 PM,1.2,0.6,18.738,51.991,18.459,54.002
10566,09.15.25 07:53:14 PM,1.2,0.6,18.716,51.260,18.373,54.252
10567,09.15.25 07:54:14 PM,1.2,0.6,18.652,51.418,18.330,53.951
10568,09.15.25 07:55:14 PM,1.2,0.6,18.652,51.713,18.287,54.943
10569,09.15.25 07:56:14 PM,1.2,0.6,18.566,51.708,18.223,54.755
10570,09.15.25 07:57:14 PM,1.2,0.6,18.609,51.731,18.201,54.716
10571,09.15.25 07:58:14 PM,1.2,0.6,18.566,51.850,18.180,54.490
10572,09.15.25 07:59:14 PM,1.2,0.6,18.545,51.617,18.180,54.820
10573,09.15.25 08:00:14 PM,1.2,0.6,18.566,51.672,18.180,54.430
10574,09.15.25 08:01:14 PM,1.2,0.6,18.545,51.846,18.137,54.308
10575,09.15.25 08:02:14 PM,1.2,0.6,18.523,51.635,18.180,54.463
10576,09.15.25 08:03:14 PM,1.2,0.6,18.545,51.693,18.159,55.122
10577,09.15.25 08:04:14 PM,1.2,0.6,18.523,52.134,18.159,54.290
10578,09.15.25 08:05:14 PM,1.2,0.6,18.523,51.972,18.137,55.035
10579,09.15.25 08:06:14 PM,1.2,0.6,18.502,52.494,18.094,55.085
10580,09.15.25 08:07:14 PM,1.2,0.6,18.437,52.244,18.008,55.433
10581,09.15.25 08:08:14 PM,1.2,0.6,18.416,52.128,17.987,55.763
10582,09.15.25 08:09:14 PM,1.2,0.6,18.373,52.116,17.944,55.190
10583,09.15.25 08:10:14 PM,1.2,0.6,18.395,52.248,17.923,55.653
10584,09.15.25 08:11:14 PM,1.2,0.6,18.330,52.885,17.880,55.695
10585,09.15.25 08:12:14 PM,1.2,0.6,18.287,52.558,17.837,55.319
10586,09.15.25 08:13:14 PM,1.2,0.6,18.223,52.903,17.837,56.513
10587,09.15.25 08:14:14 PM,1.2,0.6,18.180,53.187,17.751,56.394
10588,09.15.25 08:15:14 PM,1.2,0.6,18.116,53.191,17.665,56.890
10589,09.15.25 08:16:14 PM,1.2,0.6,18.073,53.089,17.644,56.533
10590,09.15.25 08:17:14 PM,1.2,0.6,18.116,53.201,17.622,56.358
10591,09.15.25 08:18:14 PM,1.2,0.6,18.073,53.919,17.601,56.948
10592,09.15.25 08:19:14 PM,1.2,0.6,18.008,54.316,17.601,57.591
10593,09.15.25 08:20:14 PM,1.2,0.6,17.966,54.188,17.537,57.145
10594,09.15.25 08:21:14 PM,1.2,0.6,17.944,55.055,17.494,57.232
10595,09.15.25 08:22:14 PM,1.2,0.6,17.901,54.839,17.451,57.719
10596,09.15.25 08:23:14 PM,1.2,0.6,17.815,54.478,17.408,57.490
10597,09.15.25 08:24:14 PM,1.2,0.6,17.815,54.707,17.344,58.071
10598,09.15.25 08:25:14 PM,1.2,0.6,17.837,54.418,17.322,57.731
10599,09.15.25 08:26:14 PM,1.2,0.6,17.815,54.615,17.301,58.067
10600,09.15.25 08:27:14 PM,1.2,0.6,17.773,55.048,17.279,58.125
10601,09.15.25 08:28:14 PM,1.2,0.6,17.730,55.003,17.215,58.177
10602,09.15.25 08:29:14 PM,1.2,0.6,17.687,55.311,17.215,59.051
10603,09.15.25 08:30:14 PM,1.2,0.6,17.601,55.393,17.108,58.511
10604,09.15.25 08:31:14 PM,1.2,0.6,17.601,55.810,17.129,59.097
10605,09.15.25 08:32:14 PM,1.2,0.6,17.558,55.727,17.151,58.903
10606,09.15.25 08:33:14 PM,1.2,0.6,17.537,56.611,17.108,59.864
10607,09.15.25 08:34:14 PM,1.2,0.6,17.494,56.263,17.065,59.841
10608,09.15.25 08:35:14 PM,1.2,0.6,17.494,56.103,17.065,59.669
10609,09.15.25 08:36:14 PM,1.2,0.6,17.451,56.121,17.022,59.466
10610,09.15.25 08:37:14 PM,1.2,0.6,17.429,56.643,16.979,59.440
10611,09.15.25 08:38:14 PM,1.2,0.6,17.386,56.870,16.936,59.704
10612,09.15.25 08:39:14 PM,1.2,0.6,17.386,56.403,16.936,59.301
10613,09.15.25 08:40:14 PM,1.2,0.6,17.365,56.854,16.936,59.883
10614,09.15.25 08:41:14 PM,1.2,0.6,17.365,56.922,16.915,60.258
10615,09.15.25 08:42:14 PM,1.2,0.6,17.322,57.026,16.893,60.392
10616,09.15.25 08:43:14 PM,1.2,0.6,17.279,56.889,16.850,60.713
10617,09.15.25 08:44:14 PM,1.2,0.6,17.322,57.037,16.850,60.015
10618,09.15.25 08:45:14 PM,1.2,0.6,17.322,57.278,16.829,60.786
10619,09.15.25 08:46:14 PM,1.2,0.6,17.322,57.035,16.829,60.555
10620,09.15.25 08:47:14 PM,1.2,0.6,17.301,57.685,16.786,60.722
10621,09.15.25 08:48:14 PM,1.2,0.6,17.258,57.591,16.764,61.036
10622,09.15.25 08:49:14 PM,1.2,0.6,17.215,57.403,16.764,60.607
10623,09.15.25 08:50:14 PM,1.2,0.6,17.236,58.085,16.743,61.723
10624,09.15.25 08:51:14 PM,1.2,0.6,17.215,57.443,16.722,60.601
10625,09.15.25 08:52:14 PM,1.2,0.6,17.215,57.632,16.743,60.739
10626,09.15.25 08:53:14 PM,1.2,0.6,17.236,57.498,16.743,60.697
10627,09.15.25 08:54:14 PM,1.2,0.6,17.236,57.842,16.764,60.951
10628,09.15.25 08:55:14 PM,1.2,0.6,17.236,57.591,16.764,60.835
10629,09.15.25 08:56:14 PM,1.2,0.6,17.279,58.090,16.743,61.334
10630,09.15.25 08:57:14 PM,1.2,0.6,17.215,57.852,16.764,60.946
10631,09.15.25 08:58:14 PM,1.2,0.6,17.215,57.948,16.722,61.276
10632,09.15.25 08:59:14 PM,1.2,0.6,17.193,58.317,16.700,61.233
10633,09.15.25 09:00:14 PM,1.2,0.6,17.108,58.207,16.679,61.686
10634,09.15.25 09:01:14 PM,1.2,0.6,17.108,58.038,16.614,61.215
10635,09.15.25 09:02:14 PM,1.2,0.6,17.086,58.386,16.636,61.843
10636,09.15.25 09:03:14 PM,1.2,0.6,17.043,58.734,16.550,61.782
10637,09.15.25 09:04:14 PM,1.2,0.6,16.979,58.761,16.529,62.159
10638,09.15.25 09:05:14 PM,1.2,0.6,16.936,58.914,16.443,61.869
10639,09.15.25 09:06:14 PM,1.2,0.6,16.915,58.610,16.421,62.205
10640,09.15.25 09:07:14 PM,1.2,0.6,16.915,59.017,16.421,62.808
10641,09.15.25 09:08:14 PM,1.2,0.6,16.915,58.854,16.400,62.617
10642,09.15.25 09:09:14 PM,1.2,0.6,16.936,59.168,16.400,63.015
10643,09.15.25 09:10:14 PM,1.2,0.6,16.893,59.374,16.357,62.919
10644,09.15.25 09:11:14 PM,1.2,0.6,16.893,59.200,16.357,63.197
10645,09.15.25 09:12:14 PM,1.2,0.6,16.893,59.358,16.293,62.599
10646,09.15.25 09:13:14 PM,1.2,0.6,16.850,59.182,16.271,62.712
10647,09.15.25 09:14:14 PM,1.2,0.6,16.850,60.134,16.250,63.711
10648,09.15.25 09:15:14 PM,1.2,0.6,16.764,59.632,16.185,63.769
10649,09.15.25 09:16:14 PM,1.2,0.6,16.764,59.805,16.121,63.810
10650,09.15.25 09:17:14 PM,1.2,0.6,16.700,60.008,16.078,63.577
10651,09.15.25 09:18:14 PM,1.2,0.6,16.700,60.061,16.100,63.565
10652,09.15.25 09:19:14 PM,1.2,0.6,16.657,60.575,16.057,64.689
10653,09.15.25 09:20:14 PM,1.2,0.6,16.571,60.716,16.014,64.680
10654,09.15.25 09:21:14 PM,1.2,0.6,16.507,60.711,15.928,64.920
10655,09.15.25 09:22:14 PM,1.2,0.6,16.464,61.489,15.864,66.476
10656,09.15.25 09:23:14 PM,1.2,0.6,16.464,61.430,15.821,66.041
10657,09.15.25 09:24:14 PM,1.2,0.6,16.400,61.175,15.735,65.240
10658,09.15.25 09:25:14 PM,1.2,0.6,16.378,61.814,15.714,66.868
10659,09.15.25 09:26:14 PM,1.2,0.6,16.357,61.444,15.649,66.398
10660,09.15.25 09:27:14 PM,1.2,0.6,16.336,61.810,15.585,67.167
10661,09.15.25 09:28:14 PM,1.2,0.6,16.357,61.614,15.585,66.538
10662,09.15.25 09:29:14 PM,1.2,0.6,16.314,61.434,15.606,66.415
10663,09.15.25 09:30:14 PM,1.2,0.6,16.378,61.779,15.671,66.900
10664,09.15.25 09:31:14 PM,1.2,0.6,16.357,61.750,15.585,66.091
10665,09.15.25 09:32:14 PM,1.2,0.6,16.378,61.823,15.649,66.305
10666,09.15.25 09:33:14 PM,1.2,0.6,16.336,61.596,15.606,66.552
10667,09.15.25 09:34:14 PM,1.2,0.6,16.357,61.665,15.628,66.690
10668,09.15.25 09:35:14 PM,1.2,0.6,16.378,61.601,15.628,66.540
10669,09.15.25 09:36:14 PM,1.2,0.6,16.336,61.471,15.671,65.743
10670,09.15.25 09:37:14 PM,1.2,0.6,16.357,61.512,15.714,66.036
