"Plot-Titel: Dunkle Seite der Macht"
"Anz.","Datum Zeit, GMT+02:00","PAR, µmol/m²/s (LGR S/N: 21901547, SEN S/N: 21894160)","Sonnenstrahlung, W/m² (LGR S/N: 21901547, SEN S/N: 21903639)","Temp., °C (LGR S/N: 21901547, SEN S/N: 21903816, LBL: 2m)","RH, % (LGR S/N: 21901547, SEN S/N: 21903816, LBL: 2m)","Temp., °C (LGR S/N: 21901547, SEN S/N: 21903817, LBL: 0,3m)","RH, % (LGR S/N: 21901547, SEN S/N: 21903817, LBL: 0,3m)"
335,09.08.25 05:22:14 PM,93.7,41.9,21.161,67.391,21.440,69.802
336,09.08.25 05:23:14 PM,81.2,36.9,21.140,67.630,21.333,69.744
337,09.08.25 05:24:14 PM,76.2,34.4,21.097,67.762,21.269,70.134
338,09.08.25 05:25:14 PM,71.2,31.9,21.118,67.437,21.269,70.060
339,09.08.25 05:26:14 PM,66.2,29.4,21.097,67.771,21.226,70.507
340,09.08.25 05:27:14 PM,61.2,28.1,21.118,68.074,21.226,70.967
341,09.08.25 05:28:14 PM,53.7,25.6,21.118,69.162,21.161,72.609
342,09.08.25 05:29:14 PM,53.7,24.4,21.054,69.561,21.161,72.972
343,09.08.25 05:30:14 PM,53.7,25.6,20.968,69.711,21.054,73.213
344,09.08.25 05:31:14 PM,56.2,28.1,20.925,69.921,21.011,73.141
345,09.08.25 05:32:14 PM,66.2,31.9,20.882,69.880,20.904,72.752
346,09.08.25 05:33:14 PM,81.2,38.1,20.840,70.747,20.882,73.529
347,09.08.25 05:34:14 PM,103.7,49.4,20.797,69.656,20.797,72.500
348,09.08.25 05:35:14 PM,126.2,59.4,20.754,69.918,20.732,73.368
349,09.08.25 05:36:14 PM,143.7,69.4,20.775,70.962,20.754,74.533
350,09.08.25 05:37:14 PM,168.7,79.4,20.775,71.470,20.754,75.193
351,09.08.25 05:38:14 PM,198.7,94.4,20.775,71.969,20.754,76.059
352,09.08.25 05:39:14 PM,226.2,106.9,20.775,71.629,20.775,76.913
353,09.08.25 05:40:14 PM,243.7,114.4,20.797,72.084,20.840,77.041
354,09.08.25 05:41:14 PM,246.2,115.6,20.818,70.301,20.818,74.221
355,09.08.25 05:42:14 PM,248.7,114.4,20.732,71.125,20.818,75.106
356,09.08.25 05:43:14 PM,251.2,115.6,20.732,70.988,20.754,73.787
357,09.08.25 05:44:14 PM,246.2,113.1,20.604,72.139,20.754,75.308
358,09.08.25 05:45:14 PM,238.7,109.4,20.625,72.734,20.775,76.597
359,09.08.25 05:46:14 PM,216.2,98.1,20.604,73.690,20.840,77.266
360,09.08.25 05:47:14 PM,191.2,86.9,20.689,73.416,20.840,77.368
361,09.08.25 05:48:14 PM,166.2,75.6,20.668,71.647,20.818,74.435
362,09.08.25 05:49:14 PM,153.7,68.1,20.647,73.277,20.818,76.233
363,09.08.25 05:50:14 PM,151.2,70.6,20.625,71.745,20.818,74.788
364,09.08.25 05:51:14 PM,171.2,80.6,20.604,71.354,20.818,76.219
365,09.08.25 05:52:14 PM,176.2,83.1,20.625,71.812,20.818,75.042
366,09.08.25 05:53:14 PM,163.7,76.9,20.647,72.146,20.861,75.660
367,09.08.25 05:54:14 PM,153.7,74.4,20.647,72.348,20.861,74.592
368,09.08.25 05:55:14 PM,171.2,84.4,20.668,72.032,20.861,75.450
369,09.08.25 05:56:14 PM,201.2,99.4,20.732,72.120,20.861,75.967
370,09.08.25 05:57:14 PM,233.7,116.9,20.732,72.880,20.947,74.972
371,09.08.25 05:58:14 PM,246.2,123.1,20.775,72.467,20.968,75.766
372,09.08.25 05:59:14 PM,238.7,120.6,20.840,71.890,20.990,75.416
373,09.08.25 06:00:14 PM,233.7,119.4,20.861,72.528,21.011,74.673
374,09.08.25 06:01:14 PM,233.7,118.1,20.904,71.968,21.076,74.299
375,09.08.25 06:02:14 PM,243.7,121.9,20.947,71.690,21.076,74.614
376,09.08.25 06:03:14 PM,248.7,124.4,20.947,71.093,21.140,73.368
377,09.08.25 06:04:14 PM,243.7,120.6,20.925,71.814,21.140,74.687
378,09.08.25 06:05:14 PM,236.2,118.1,20.968,70.898,21.204,75.221
379,09.08.25 06:06:14 PM,216.2,108.1,20.968,70.651,21.269,74.604
380,09.08.25 06:07:14 PM,193.7,95.6,20.968,72.055,21.290,74.614
381,09.08.25 06:08:14 PM,176.2,86.9,20.947,70.811,21.333,73.336
382,09.08.25 06:09:14 PM,161.2,79.4,20.904,71.263,21.290,73.199
383,09.08.25 06:10:14 PM,148.7,71.9,20.840,71.104,21.269,73.759
384,09.08.25 06:11:14 PM,133.7,64.4,20.861,71.460,21.204,73.347
385,09.08.25 06:12:14 PM,121.2,58.1,20.861,71.794,21.118,73.858
386,09.08.25 06:13:14 PM,111.2,53.1,20.840,71.241,21.118,74.311
387,09.08.25 06:14:14 PM,106.2,49.4,20.818,72.128,21.097,73.950
388,09.08.25 06:15:14 PM,98.7,46.9,20.818,72.055,21.054,75.554
389,09.08.25 06:16:14 PM,88.7,43.1,20.754,72.134,21.011,74.124
390,09.08.25 06:17:14 PM,81.2,39.4,20.732,72.215,20.947,74.771
391,09.08.25 06:18:14 PM,78.7,38.1,20.689,72.645,20.947,74.936
392,09.08.25 06:19:14 PM,81.2,40.6,20.647,73.053,20.925,75.203
393,09.08.25 06:20:14 PM,81.2,40.6,20.668,72.750,20.882,74.968
394,09.08.25 06:21:14 PM,88.7,43.1,20.647,72.757,20.882,74.890
395,09.08.25 06:22:14 PM,88.7,40.6,20.647,71.762,20.861,73.799
396,09.08.25 06:23:14 PM,88.7,41.9,20.625,71.698,20.861,74.343
397,09.08.25 06:24:14 PM,91.2,43.1,20.604,72.747,20.818,74.839
398,09.08.25 06:25:14 PM,96.2,44.4,20.582,72.711,20.775,74.980
399,09.08.25 06:26:14 PM,98.7,48.1,20.582,72.615,20.797,75.288
400,09.08.25 06:27:14 PM,106.2,51.9,20.561,72.546,20.775,74.748
401,09.08.25 06:28:14 PM,113.7,54.4,20.582,72.705,20.818,75.132
402,09.08.25 06:29:14 PM,113.7,54.4,20.518,73.364,20.775,75.587
403,09.08.25 06:30:14 PM,111.2,53.1,20.475,73.919,20.732,75.729
404,09.08.25 06:31:14 PM,108.7,53.1,20.496,73.703,20.711,75.518
405,09.08.25 06:32:14 PM,103.7,50.6,20.454,74.002,20.668,76.526
406,09.08.25 06:33:14 PM,98.7,48.1,20.454,73.928,20.668,75.958
407,09.08.25 06:34:14 PM,96.2,45.6,20.389,73.507,20.604,75.967
408,09.08.25 06:35:14 PM,93.7,46.9,20.368,73.112,20.582,75.009
409,09.08.25 06:36:14 PM,98.7,48.1,20.325,73.858,20.561,75.993
410,09.08.25 06:37:14 PM,108.7,51.9,20.346,73.085,20.539,75.477
411,09.08.25 06:38:14 PM,113.7,54.4,20.325,73.205,20.561,75.760
412,09.08.25 06:39:14 PM,118.7,58.1,20.325,73.217,20.539,75.311
413,09.08.25 06:40:14 PM,118.7,56.9,20.282,73.654,20.518,75.938
414,09.08.25 06:41:14 PM,113.7,54.4,20.325,73.245,20.518,75.930
415,09.08.25 06:42:14 PM,108.7,50.6,20.282,73.712,20.454,75.984
416,09.08.25 06:43:14 PM,103.7,49.4,20.260,73.370,20.496,75.779
417,09.08.25 06:44:14 PM,98.7,48.1,20.239,72.999,20.454,75.045
418,09.08.25 06:45:14 PM,96.2,46.9,20.239,73.158,20.454,75.175
419,09.08.25 06:46:14 PM,93.7,45.6,20.218,73.222,20.432,75.390
420,09.08.25 06:47:14 PM,88.7,43.1,20.239,73.652,20.454,76.231
421,09.08.25 06:48:14 PM,81.2,38.1,20.260,73.021,20.411,75.247
422,09.08.25 06:49:14 PM,73.7,34.4,20.218,73.590,20.368,75.821
423,09.08.25 06:50:14 PM,68.7,33.1,20.218,73.712,20.411,76.054
424,09.08.25 06:51:14 PM,66.2,31.9,20.196,73.773,20.368,75.926
425,09.08.25 06:52:14 PM,66.2,30.6,20.218,73.515,20.368,75.792
426,09.08.25 06:53:14 PM,63.7,31.9,20.175,73.748,20.346,76.112
427,09.08.25 06:54:14 PM,68.7,31.9,20.153,73.516,20.325,75.631
428,09.08.25 06:55:14 PM,68.7,33.1,20.132,73.886,20.346,76.324
429,09.08.25 06:56:14 PM,68.7,33.1,20.089,74.171,20.303,76.208
430,09.08.25 06:57:14 PM,68.7,31.9,20.067,74.417,20.260,76.338
431,09.08.25 06:58:14 PM,68.7,31.9,20.067,74.064,20.260,76.423
432,09.08.25 06:59:14 PM,68.7,31.9,20.046,74.546,20.239,76.722
433,09.08.25 07:00:14 PM,68.7,31.9,20.067,74.247,20.218,76.666
434,09.08.25 07:01:14 PM,68.7,31.9,20.046,74.774,20.175,76.767
435,09.08.25 07:02:14 PM,66.2,31.9,20.046,74.650,20.196,76.849
436,09.08.25 07:03:14 PM,68.7,31.9,20.025,74.807,20.153,76.970
437,09.08.25 07:04:14 PM,68.7,33.1,20.025,74.920,20.153,77.372
438,09.08.25 07:05:14 PM,71.2,33.1,20.003,74.833,20.153,77.101
439,09.08.25 07:06:14 PM,71.2,33.1,19.960,74.812,20.153,76.808
440,09.08.25 07:07:14 PM,66.2,31.9,19.960,74.856,20.089,76.988
441,09.08.25 07:08:14 PM,63.7,30.6,19.874,75.125,20.067,77.275
442,09.08.25 07:09:14 PM,61.2,30.6,19.853,75.230,20.046,77.327
443,09.08.25 07:10:14 PM,61.2,29.4,19.874,75.183,20.046,77.435
444,09.08.25 07:11:14 PM,61.2,29.4,19.853,75.096,20.003,77.162
445,09.08.25 07:12:14 PM,63.7,30.6,19.810,75.290,20.003,77.169
446,09.08.25 07:13:14 PM,63.7,30.6,19.789,75.624,19.982,77.588
447,09.08.25 07:14:14 PM,63.7,31.9,19.746,75.764,19.960,77.673
448,09.08.25 07:15:14 PM,63.7,31.9,19.746,75.947,19.917,77.888
449,09.08.25 07:16:14 PM,63.7,31.9,19.746,76.091,19.917,78.389
450,09.08.25 07:17:14 PM,66.2,33.1,19.789,76.123,19.939,78.302
451,09.08.25 07:18:14 PM,71.2,34.4,19.789,75.947,19.896,78.360
452,09.08.25 07:19:14 PM,73.7,35.6,19.789,75.953,19.917,78.288
453,09.08.25 07:20:14 PM,71.2,35.6,19.832,75.879,19.917,78.270
454,09.08.25 07:21:14 PM,71.2,35.6,19.767,75.645,19.896,78.213
455,09.08.25 07:22:14 PM,71.2,35.6,19.767,75.613,19.853,77.893
456,09.08.25 07:23:14 PM,71.2,35.6,19.746,75.633,19.853,77.903
457,09.08.25 07:24:14 PM,68.7,35.6,19.724,75.761,19.832,78.160
458,09.08.25 07:25:14 PM,66.2,33.1,19.724,75.416,19.810,77.629
459,09.08.25 07:26:14 PM,63.7,30.6,19.681,75.463,19.789,77.563
460,09.08.25 07:27:14 PM,58.7,28.1,19.660,75.819,19.724,77.943
461,09.08.25 07:28:14 PM,56.2,26.9,19.660,75.718,19.703,77.954
462,09.08.25 07:29:14 PM,51.2,24.4,19.617,75.677,19.703,78.210
463,09.08.25 07:30:14 PM,48.7,21.9,19.596,75.756,19.617,78.122
464,09.08.25 07:31:14 PM,46.2,20.6,19.553,76.049,19.639,78.415
465,09.08.25 07:32:14 PM,41.2,19.4,19.531,76.255,19.574,78.585
466,09.08.25 07:33:14 PM,41.2,18.1,19.510,76.347,19.510,78.817
467,09.08.25 07:34:14 PM,38.7,16.9,19.467,76.301,19.467,78.759
468,09.08.25 07:35:14 PM,36.2,15.6,19.467,76.535,19.467,78.993
469,09.08.25 07:36:14 PM,33.7,14.4,19.445,76.480,19.424,78.993
470,09.08.25 07:37:14 PM,31.2,14.4,19.424,76.574,19.424,79.225
471,09.08.25 07:38:14 PM,28.7,13.1,19.403,76.428,19.338,79.103
472,09.08.25 07:39:14 PM,28.7,11.9,19.381,76.759,19.295,79.458
473,09.08.25 07:40:14 PM,26.2,11.9,19.360,76.854,19.274,79.463
474,09.08.25 07:41:14 PM,23.7,11.9,19.338,76.791,19.210,79.707
475,09.08.25 07:42:14 PM,23.7,11.9,19.317,76.782,19.167,79.898
476,09.08.25 07:43:14 PM,23.7,10.6,19.295,76.814,19.145,79.934
477,09.08.25 07:44:14 PM,23.7,10.6,19.274,77.137,19.124,80.856
478,09.08.25 07:45:14 PM,21.2,10.6,19.231,76.997,19.059,80.362
479,09.08.25 07:46:14 PM,21.2,10.6,19.231,77.403,19.017,80.571
480,09.08.25 07:47:14 PM,18.7,10.6,19.210,77.304,18.974,80.438
481,09.08.25 07:48:14 PM,18.7,9.4,19.145,77.560,18.952,80.699
482,09.08.25 07:49:14 PM,16.2,9.4,19.124,77.514,18.931,80.763
483,09.08.25 07:50:14 PM,13.7,8.1,19.059,77.403,18.888,80.558
484,09.08.25 07:51:14 PM,13.7,5.6,19.059,77.668,18.888,80.841
485,09.08.25 07:52:14 PM,11.2,5.6,19.017,77.636,18.888,80.781
486,09.08.25 07:53:14 PM,11.2,4.4,18.995,77.844,18.823,80.946
487,09.08.25 07:54:14 PM,8.7,4.4,18.974,77.975,18.823,81.097
488,09.08.25 07:55:14 PM,6.2,3.1,18.931,78.082,18.781,81.170
489,09.08.25 07:56:14 PM,6.2,1.9,18.888,78.286,18.716,81.328
490,09.08.25 07:57:14 PM,6.2,1.9,18.823,78.479,18.716,81.601
491,09.08.25 07:58:14 PM,3.7,1.9,18.802,78.682,18.695,81.537
492,09.08.25 07:59:14 PM,3.7,1.9,18.781,78.726,18.652,81.570
493,09.08.25 08:00:14 PM,3.7,0.6,18.738,78.755,18.588,81.790
494,09.08.25 08:01:14 PM,3.7,0.6,18.759,78.872,18.545,81.964
495,09.08.25 08:02:14 PM,3.7,0.6,18.695,78.950,18.502,82.202
496,09.08.25 08:03:14 PM,1.2,0.6,18.652,79.208,18.480,82.585
497,09.08.25 08:04:14 PM,1.2,0.6,18.652,79.513,18.459,82.782
498,09.08.25 08:05:14 PM,1.2,0.6,18.588,79.673,18.416,82.770
499,09.08.25 08:06:14 PM,1.2,0.6,18.566,79.834,18.373,82.782
500,09.08.25 08:07:14 PM,1.2,0.6,18.502,79.840,18.330,82.914
501,09.08.25 08:08:14 PM,1.2,0.6,18.502,80.000,18.309,83.024
502,09.08.25 08:09:14 PM,1.2,0.6,18.459,80.021,18.309,83.104
503,09.08.25 08:10:14 PM,1.2,0.6,18.459,80.252,18.266,83.143
504,09.08.25 08:11:14 PM,1.2,0.6,18.373,80.291,18.244,83.221
505,09.08.25 08:12:14 PM,1.2,0.6,18.373,80.380,18.180,83.122
506,09.08.25 08:13:14 PM,1.2,0.6,18.309,80.548,18.180,83.336
507,09.08.25 08:14:14 PM,1.2,0.6,18.266,80.754,18.137,83.514
508,09.08.25 08:15:14 PM,1.2,0.6,18.223,80.932,18.073,83.758
509,09.08.25 08:16:14 PM,1.2,0.6,18.159,81.024,18.051,83.749
510,09.08.25 08:17:14 PM,1.2,0.6,18.137,81.083,18.008,83.868
511,09.08.25 08:18:14 PM,1.2,0.6,18.116,81.152,17.966,83.940
512,09.08.25 08:19:14 PM,1.2,0.6,18.116,81.213,17.923,84.146
513,09.08.25 08:20:14 PM,1.2,0.6,18.094,81.277,17.880,84.219
514,09.08.25 08:21:14 PM,1.2,0.6,18.094,81.271,17.837,84.564
515,09.08.25 08:22:14 PM,1.2,0.6,18.073,81.436,17.815,84.636
516,09.08.25 08:23:14 PM,1.2,0.6,18.073,81.547,17.730,84.700
517,09.08.25 08:24:14 PM,1.2,0.6,18.030,81.575,17.708,85.249
518,09.08.25 08:25:14 PM,1.2,0.6,17.987,81.871,17.687,85.278
519,09.08.25 08:26:14 PM,1.2,0.6,17.987,81.904,17.687,85.286
520,09.08.25 08:27:14 PM,1.2,0.6,17.966,81.845,17.687,85.260
521,09.08.25 08:28:14 PM,1.2,0.6,17.944,82.100,17.665,85.492
522,09.08.25 08:29:14 PM,1.2,0.6,17.923,82.104,17.644,85.510
523,09.08.25 08:30:14 PM,1.2,0.6,17.901,82.307,17.644,85.560
524,09.08.25 08:31:14 PM,1.2,0.6,17.880,82.376,17.601,85.762
525,09.08.25 08:32:14 PM,1.2,0.6,17.858,82.399,17.601,85.647
526,09.08.25 08:33:14 PM,1.2,0.6,17.880,82.417,17.580,85.447
527,09.08.25 08:34:14 PM,1.2,0.6,17.837,82.509,17.537,85.785
528,09.08.25 08:35:14 PM,1.2,0.6,17.880,82.559,17.537,85.983
529,09.08.25 08:36:14 PM,1.2,0.6,17.837,82.472,17.558,85.789
530,09.08.25 08:37:14 PM,1.2,0.6,17.794,82.623,17.451,85.850
531,09.08.25 08:38:14 PM,1.2,0.6,17.794,82.751,17.472,86.171
532,09.08.25 08:39:14 PM,1.2,0.6,17.794,82.815,17.451,86.143
533,09.08.25 08:40:14 PM,1.2,0.6,17.815,82.788,17.451,86.221
534,09.08.25 08:41:14 PM,1.2,0.6,17.773,82.951,17.408,86.458
535,09.08.25 08:42:14 PM,1.2,0.6,17.773,82.937,17.408,86.513
536,09.08.25 08:43:14 PM,1.2,0.6,17.730,83.244,17.408,86.542
537,09.08.25 08:44:14 PM,1.2,0.6,17.687,83.140,17.365,86.509
538,09.08.25 08:45:14 PM,1.2,0.6,17.665,83.539,17.344,86.938
539,09.08.25 08:46:14 PM,1.2,0.6,17.622,83.717,17.258,86.706
540,09.08.25 08:47:14 PM,1.2,0.6,17.580,83.928,17.279,87.240
541,09.08.25 08:48:14 PM,1.2,0.6,17.558,84.091,17.301,87.329
542,09.08.25 08:49:14 PM,1.2,0.6,17.558,84.160,17.279,87.388
543,09.08.25 08:50:14 PM,1.2,0.6,17.558,84.253,17.322,87.343
544,09.08.25 08:51:14 PM,1.2,0.6,17.515,84.372,17.258,87.439
545,09.08.25 08:52:14 PM,1.2,0.6,17.515,84.443,17.236,87.272
546,09.08.25 08:53:14 PM,1.2,0.6,17.494,84.569,17.236,87.259
547,09.08.25 08:54:14 PM,1.2,0.6,17.451,84.526,17.172,87.416
548,09.08.25 08:55:14 PM,1.2,0.6,17.386,84.686,17.086,87.707
549,09.08.25 08:56:14 PM,1.2,0.6,17.365,84.906,17.065,87.938
550,09.08.25 08:57:14 PM,1.2,0.6,17.301,85.212,17.065,88.110
551,09.08.25 08:58:14 PM,1.2,0.6,17.322,85.487,17.022,88.501
552,09.08.25 08:59:14 PM,1.2,0.6,17.215,85.530,16.979,88.542
553,09.08.25 09:00:14 PM,1.2,0.6,17.279,85.649,16.936,88.760
554,09.08.25 09:01:14 PM,1.2,0.6,17.236,85.679,16.936,88.904
555,09.08.25 09:02:14 PM,1.2,0.6,17.258,85.827,16.936,89.058
556,09.08.25 09:03:14 PM,1.2,0.6,17.258,85.800,16.936,89.044
557,09.08.25 09:04:14 PM,1.2,0.6,17.215,85.960,16.936,89.082
558,09.08.25 09:05:14 PM,1.2,0.6,17.172,86.198,16.936,89.146
559,09.08.25 09:06:14 PM,1.2,0.6,17.151,86.363,16.936,89.366
560,09.08.25 09:07:14 PM,1.2,0.6,17.151,86.217,16.915,88.972
561,09.08.25 09:08:14 PM,1.2,0.6,17.086,86.160,16.893,88.872
562,09.08.25 09:09:14 PM,1.2,0.6,17.022,86.348,16.807,88.812
563,09.08.25 09:10:14 PM,1.2,0.6,16.936,86.304,16.786,88.696
564,09.08.25 09:11:14 PM,1.2,0.6,16.850,86.853,16.700,88.682
565,09.08.25 09:12:14 PM,1.2,0.6,16.807,87.218,16.657,89.236
566,09.08.25 09:13:14 PM,1.2,0.6,16.786,87.402,16.614,89.415
567,09.08.25 09:14:14 PM,1.2,0.6,16.743,87.567,16.571,89.842
568,09.08.25 09:15:14 PM,1.2,0.6,16.743,87.442,16.507,89.923
569,09.08.25 09:16:14 PM,1.2,0.6,16.657,88.048,16.486,89.993
570,09.08.25 09:17:14 PM,1.2,0.6,16.636,88.423,16.400,90.382
571,09.08.25 09:18:14 PM,1.2,0.6,16.614,88.728,16.400,90.541
572,09.08.25 09:19:14 PM,1.2,0.6,16.593,88.275,16.314,90.661
573,09.08.25 09:20:14 PM,1.2,0.6,16.593,88.284,16.271,90.889
574,09.08.25 09:21:14 PM,1.2,0.6,16.571,88.916,16.271,91.310
575,09.08.25 09:22:14 PM,1.2,0.6,16.571,88.510,16.228,91.475
576,09.08.25 09:23:14 PM,1.2,0.6,16.571,88.244,16.228,91.447
577,09.08.25 09:24:14 PM,1.2,0.6,16.571,88.304,16.228,91.351
578,09.08.25 09:25:14 PM,1.2,0.6,16.593,88.327,16.228,91.250
579,09.08.25 09:26:14 PM,1.2,0.6,16.571,88.258,16.228,91.243
580,09.08.25 09:27:14 PM,1.2,0.6,16.614,88.208,16.207,91.113
581,09.08.25 09:28:14 PM,1.2,0.6,16.636,88.174,16.185,91.243
582,09.08.25 09:29:14 PM,1.2,0.6,16.614,87.762,16.142,90.701
583,09.08.25 09:30:14 PM,1.2,0.6,16.571,88.148,16.100,90.578
584,09.08.25 09:31:14 PM,1.2,0.6,16.550,87.745,16.057,90.651
585,09.08.25 09:32:14 PM,1.2,0.6,16.486,87.900,16.035,90.973
586,09.08.25 09:33:14 PM,1.2,0.6,16.443,88.128,16.014,91.109
587,09.08.25 09:34:14 PM,1.2,0.6,16.400,87.987,15.949,91.177
588,09.08.25 09:35:14 PM,1.2,0.6,16.271,87.942,15.907,91.202
589,09.08.25 09:36:14 PM,1.2,0.6,16.228,87.707,15.885,91.183
590,09.08.25 09:37:14 PM,1.2,0.6,16.207,87.594,15.842,90.907
591,09.08.25 09:38:14 PM,1.2,0.6,16.057,87.897,15.756,90.578
592,09.08.25 09:39:14 PM,1.2,0.6,15.949,88.304,15.735,90.518
593,09.08.25 09:40:14 PM,1.2,0.6,15.907,89.236,15.692,90.555
594,09.08.25 09:41:14 PM,1.2,0.6,15.821,89.511,15.649,90.547
595,09.08.25 09:42:14 PM,1.2,0.6,15.799,89.815,15.563,90.813
596,09.08.25 09:43:14 PM,1.2,0.6,15.735,89.882,15.521,90.555
597,09.08.25 09:44:14 PM,1.2,0.6,15.714,90.268,15.456,90.733
598,09.08.25 09:45:14 PM,1.2,0.6,15.778,90.770,15.413,92.171
599,09.08.25 09:46:14 PM,1.2,0.6,15.799,90.518,15.435,92.807
600,09.08.25 09:47:14 PM,1.2,0.6,15.842,90.683,15.499,93.219
601,09.08.25 09:48:14 PM,1.2,0.6,15.842,90.785,15.542,93.471
602,09.08.25 09:49:14 PM,1.2,0.6,15.907,90.950,15.563,93.591
603,09.08.25 09:50:14 PM,1.2,0.6,15.928,90.890,15.628,93.683
604,09.08.25 09:51:14 PM,1.2,0.6,15.907,90.813,15.606,93.654
605,09.08.25 09:52:14 PM,1.2,0.6,15.992,90.642,15.649,93.617
606,09.08.25 09:53:14 PM,1.2,0.6,15.992,90.428,15.649,93.581
607,09.08.25 09:54:14 PM,1.2,0.6,16.014,90.440,15.714,93.468
608,09.08.25 09:55:14 PM,1.2,0.6,16.014,89.992,15.714,92.959
609,09.08.25 09:56:14 PM,1.2,0.6,15.992,90.294,15.671,92.772
610,09.08.25 09:57:14 PM,1.2,0.6,15.971,90.039,15.692,92.692
611,09.08.25 09:58:14 PM,1.2,0.6,15.949,89.677,15.649,92.511
612,09.08.25 09:59:14 PM,1.2,0.6,15.885,89.760,15.649,92.587
613,09.08.25 10:00:14 PM,1.2,0.6,15.842,90.138,15.606,92.564
614,09.08.25 10:01:14 PM,1.2,0.6,15.842,90.474,15.521,92.441
615,09.08.25 10:02:14 PM,1.2,0.6,15.778,90.410,15.499,92.642
616,09.08.25 10:03:14 PM,1.2,0.6,15.778,89.631,15.499,92.610
617,09.08.25 10:04:14 PM,1.2,0.6,15.714,90.016,15.435,92.592
618,09.08.25 10:05:14 PM,1.2,0.6,15.692,88.934,15.370,92.094
619,09.08.25 10:06:14 PM,1.2,0.6,15.585,89.485,15.306,91.502
620,09.08.25 10:07:14 PM,1.2,0.6,15.521,89.149,15.285,91.554
621,09.08.25 10:08:14 PM,1.2,0.6,15.435,89.641,15.242,92.125
622,09.08.25 10:09:14 PM,1.2,0.6,15.413,90.065,15.242,92.296
623,09.08.25 10:10:14 PM,1.2,0.6,15.349,90.665,15.220,92.653
624,09.08.25 10:11:14 PM,1.2,0.6,15.349,90.881,15.220,93.013
625,09.08.25 10:12:14 PM,1.2,0.6,15.263,90.863,15.199,92.853
626,09.08.25 10:13:14 PM,1.2,0.6,15.285,90.762,15.177,92.703
627,09.08.25 10:14:14 PM,1.2,0.6,15.242,90.671,15.177,92.717
628,09.08.25 10:15:14 PM,1.2,0.6,15.220,90.687,15.134,92.543
629,09.08.25 10:16:14 PM,1.2,0.6,15.177,90.849,15.134,92.638
630,09.08.25 10:17:14 PM,1.2,0.6,15.177,91.609,15.113,93.079
631,09.08.25 10:18:14 PM,1.2,0.6,15.177,91.797,15.134,93.361
632,09.08.25 10:19:14 PM,1.2,0.6,15.156,91.916,15.113,93.413
633,09.08.25 10:20:14 PM,1.2,0.6,15.177,91.896,15.134,93.356
634,09.08.25 10:21:14 PM,1.2,0.6,15.220,91.960,15.134,93.645
635,09.08.25 10:22:14 PM,1.2,0.6,15.263,92.589,15.134,93.928
636,09.08.25 10:23:14 PM,1.2,0.6,15.306,92.255,15.177,94.112
637,09.08.25 10:24:14 PM,1.2,0.6,15.306,92.140,15.199,94.139
638,09.08.25 10:25:14 PM,1.2,0.6,15.349,92.088,15.220,94.218
639,09.08.25 10:26:14 PM,1.2,0.6,15.413,92.039,15.285,94.079
640,09.08.25 10:27:14 PM,1.2,0.6,15.435,91.765,15.306,93.893
641,09.08.25 10:28:14 PM,1.2,0.6,15.456,91.453,15.306,93.759
642,09.08.25 10:29:14 PM,1.2,0.6,15.521,91.319,15.327,93.814
643,09.08.25 10:30:14 PM,1.2,0.6,15.542,91.073,15.392,93.581
644,09.08.25 10:31:14 PM,1.2,0.6,15.606,90.665,15.478,93.420
645,09.08.25 10:32:14 PM,1.2,0.6,15.563,91.133,15.478,93.303
646,09.08.25 10:33:14 PM,1.2,0.6,15.563,91.489,15.499,93.512
647,09.08.25 10:34:14 PM,1.2,0.6,15.542,90.935,15.499,93.101
648,09.08.25 10:35:14 PM,1.2,0.6,15.478,90.932,15.478,92.839
649,09.08.25 10:36:14 PM,1.2,0.6,15.478,90.962,15.478,92.866
650,09.08.25 10:37:14 PM,1.2,0.6,15.435,91.170,15.499,92.886
651,09.08.25 10:38:14 PM,1.2,0.6,15.413,91.186,15.499,93.010
652,09.08.25 10:39:14 PM,1.2,0.6,15.478,91.232,15.521,93.037
653,09.08.25 10:40:14 PM,1.2,0.6,15.499,91.156,15.478,92.944
654,09.08.25 10:41:14 PM,1.2,0.6,15.542,90.953,15.499,92.949
655,09.08.25 10:42:14 PM,1.2,0.6,15.606,90.820,15.542,92.804
656,09.08.25 10:43:14 PM,1.2,0.6,15.649,91.115,15.606,92.953
657,09.08.25 10:44:14 PM,1.2,0.6,15.735,91.234,15.671,93.040
658,09.08.25 10:45:14 PM,1.2,0.6,15.735,91.159,15.714,93.054
659,09.08.25 10:46:14 PM,1.2,0.6,15.714,91.138,15.714,92.894
660,09.08.25 10:47:14 PM,1.2,0.6,15.735,91.429,15.756,92.895
661,09.08.25 10:48:14 PM,1.2,0.6,15.714,91.627,15.799,92.969
662,09.08.25 10:49:14 PM,1.2,0.6,15.756,91.554,15.799,92.964
663,09.08.25 10:50:14 PM,1.2,0.6,15.756,91.659,15.778,92.969
664,09.08.25 10:51:14 PM,1.2,0.6,15.778,91.852,15.799,93.118
665,09.08.25 10:52:14 PM,1.2,0.6,15.778,92.015,15.778,93.198
666,09.08.25 10:53:14 PM,1.2,0.6,15.821,91.829,15.799,93.349
667,09.08.25 10:54:14 PM,1.2,0.6,15.842,91.836,15.778,93.294
668,09.08.25 10:55:14 PM,1.2,0.6,15.842,91.998,15.799,93.394
